ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
6031,16388,2,Carlosj,43,679266464,Writer,58317,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,16.58,6,Standard,98.97,27.80691779,158,Yes,149.8971994,57.95122336,High_spent_Medium_value_payments,483.2773924,Standard
6032,16388,3,Carlosj,44,679266464,Writer,58317,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",16,20,10.58,6,Standard,98.97,25.8321089,159,Yes,149.8971994,57.95122336,High_spent_Large_value_payments,498.6265772,Standard
6033,16388,4,Carlosj,44,679266464,Writer,58317,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,23,23.58,10,Standard,98.97,29.76610686,160,Yes,149.8971994,57.95122336,High_spent_Medium_value_payments,407.9295246,Standard
6034,16388,5,Carlosj,44,679266464,Writer,58317,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,22.58,10,Standard,98.97,34.19230439,161,Yes,149.8971994,57.95122336,Low_spent_Medium_value_payments,415.7472272,Standard
6035,16388,6,Carlosj,44,679266464,Writer,58317,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,16.58,10,Standard,98.97,24.6655252,162,Yes,149.8971994,57.95122336,High_spent_Medium_value_payments,467.6972928,Standard
6036,16388,7,Carlosj,44,679266464,Writer,58317,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,21.58,10,Standard,98.97,28.26014675,163,Yes,149.8971994,57.95122336,Low_spent_Medium_value_payments,215.9920996,Standard
6037,16388,8,Carlosj,44,679266464,Writer,58317,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",22,20,16.58,10,Standard,98.97,36.76366453,164,Yes,149.8971994,57.95122336,High_spent_Medium_value_payments,506.6218131,Standard
6042,45313,1,Andreas Cremerf,36,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,9.58,4,Good,556.91,33.47895197,257,No,102.7629131,56.71137669,High_spent_Medium_value_payments,466.9588769,Standard
6043,45313,2,Andreas Cremerf,36,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,8,2.58,4,Good,556.91,26.98611476,258,No,102.7629131,56.71137669,Low_spent_Small_value_payments,426.6872521,Standard
6044,45313,3,Andreas Cremerf,37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,4,Good,556.91,40.15058277,259,NM,102.7629131,56.71137669,Low_spent_Large_value_payments,446.1034972,Standard
6045,45313,4,Andreas Cremerf,37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",2,10,2.58,4,Good,556.91,34.42998587,260,No,102.7629131,56.71137669,Low_spent_Large_value_payments,287.9044251,Good
6046,45313,5,Andreas Cremerf,37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,4,Good,556.91,31.74521339,261,No,102.7629131,56.71137669,Low_spent_Large_value_payments,373.3570666,Good
6047,45313,6,Andreas Cremerf,37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",2,10,2.58,4,Good,556.91,29.46412058,262,NM,102.7629131,56.71137669,High_spent_Small_value_payments,451.1598549,Good
6048,45313,7,Andreas Cremerf,37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,4,Good,556.91,38.69215907,263,No,102.7629131,56.71137669,High_spent_Large_value_payments,431.0904514,Good
6049,45313,8,Andreas Cremerf,37,253912822,Scientist,42171.98,3764.331667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,4,Good,556.91,35.96285294,264,No,102.7629131,56.71137669,High_spent_Medium_value_payments,378.271011,Standard
6054,39828,1,Bri,36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,7,8,10.44,0,Standard,1293.02,40.33902429,307,Yes,53.92351397,74.6029088,Low_spent_Small_value_payments,514.7294041,Standard
6055,39828,2,Bri,36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,6,10.44,0,Standard,1293.02,29.68295387,308,Yes,53.92351397,74.6029088,High_spent_Medium_value_payments,638.6903434,Standard
6056,39828,3,Bri,36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,10,10.44,0,Standard,1293.02,29.37139648,309,Yes,53.92351397,74.6029088,Low_spent_Small_value_payments,562.7017641,Standard
6057,39828,4,Bri,36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,4,8,10.44,0,Standard,1293.02,33.04149896,310,Yes,53.92351397,74.6029088,High_spent_Large_value_payments,645.131344,Good
6058,39828,5,Bri,36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,8,10.44,0,Standard,1293.02,40.79113731,311,Yes,53.92351397,74.6029088,High_spent_Medium_value_payments,358.0954,Good
6059,39828,6,Bri,36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,5,6,10.44,0,Standard,1293.02,34.98356207,312,Yes,53.92351397,74.6029088,Low_spent_Medium_value_payments,391.1249366,Good
6060,39828,7,Bri,36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,10,4.44,0,Standard,1293.02,32.73373278,313,Yes,53.92351397,74.6029088,High_spent_Large_value_payments,642.6718243,Good
6061,39828,8,Bri,36,734547098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,8,10.44,0,Standard,1293.02,38.23451377,314,NM,53.92351397,74.6029088,Low_spent_Medium_value_payments,510.20959,Good
6066,16512,1,ra Alperx,16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11,Bad,3421.66,24.63965803,159,Yes,69.68545857,24.06613145,Low_spent_Small_value_payments,363.272112,Standard
6067,16512,2,ra Alperx,16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",50,18,22.94,11,Bad,3421.66,30.26841053,159,NM,69.68545857,24.06613145,High_spent_Small_value_payments,287.6059398,Standard
6068,16512,3,ra Alperx,16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,24,27.94,11,Bad,3421.66,31.21226879,160,Yes,69.68545857,24.06613145,High_spent_Large_value_payments,360.3910563,Standard
6069,16512,4,ra Alperx,16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11,Bad,3421.66,33.29865431,161,Yes,69.68545857,24.06613145,High_spent_Medium_value_payments,375.8469135,Poor
6070,16512,5,ra Alperx,16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11,Bad,3421.66,38.17731096,162,Yes,69.68545857,24.06613145,Low_spent_Medium_value_payments,361.8333223,Poor
6071,16512,6,ra Alperx,16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,27.94,11,Bad,3421.66,30.98699814,163,Yes,69.68545857,24.06613145,Low_spent_Small_value_payments,325.787392,Poor
6072,16512,7,ra Alperx,16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",58,24,26.94,11,Bad,3421.66,33.2830613,164,Yes,69.68545857,24.06613145,Low_spent_Small_value_payments,327.6442924,Poor
6073,16512,8,ra Alperx,16,995378920,Mechanic,29469.98,2227.831667,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11,Bad,3421.66,32.96295024,165,Yes,69.68545857,24.06613145,High_spent_Medium_value_payments,379.0315766,Poor
6078,28778,1,Matt Falloonz,19,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,21,2.74,1,Standard,1173.7,23.28213511,335,No,215.8391706,82.49686626,Low_spent_Large_value_payments,116.8787774,Standard
6079,28778,2,Matt Falloonz,19,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,22,2.74,1,Standard,1173.7,38.35585257,336,No,215.8391706,82.49686626,High_spent_Medium_value_payments,456.9011727,Standard
6080,28778,3,Matt Falloonz,20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",18,22,2.74,1,Standard,1173.7,25.56009927,337,NM,215.8391706,82.49686626,Low_spent_Medium_value_payments,322.1521885,Standard
6081,28778,4,Matt Falloonz,20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,18,2.74,1,Standard,1173.7,36.63682651,338,No,215.8391706,82.49686626,Low_spent_Medium_value_payments,393.9234502,Standard
6082,28778,5,Matt Falloonz,20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,21,2.74,1,Standard,1173.7,32.83357784,339,No,215.8391706,82.49686626,High_spent_Large_value_payments,535.3119038,Standard
6083,28778,6,Matt Falloonz,20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",16,19,2.74,1,Standard,1173.7,38.08037974,340,No,215.8391706,82.49686626,High_spent_Medium_value_payments,489.6599852,Standard
6084,28778,7,Matt Falloonz,20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,19,2.74,1,Standard,1173.7,33.16506303,341,No,215.8391706,82.49686626,High_spent_Medium_value_payments,580.1252964,Standard
6085,28778,8,Matt Falloonz,20,431584893,Engineer,72559.36,6284.613333,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",15,19,2.74,5,Standard,1173.7,38.17098243,342,No,215.8391706,82.49686626,High_spent_Medium_value_payments,556.9042896,Standard
6090,17068,1,Lawrencea,36,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",16,20,9.24,7,Standard,1693.95,37.40993372,94,Yes,43.0705196,46.5766728,Low_spent_Small_value_payments,323.2597282,Poor
6091,17068,2,Lawrencea,36,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,20,9.24,7,Standard,1693.95,24.25102818,95,Yes,43.0705196,46.5766728,Low_spent_Small_value_payments,219.6253336,Poor
6092,17068,3,Lawrencea,37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",12,19,9.24,7,Standard,1693.95,38.78765215,96,Yes,43.0705196,46.5766728,High_spent_Medium_value_payments,302.6696409,Poor
6093,17068,4,Lawrencea,37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,20,9.24,9,Standard,1693.95,25.0380524,97,Yes,43.0705196,46.5766728,Low_spent_Small_value_payments,294.9469972,Standard
6094,17068,5,Lawrencea,37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,20,9.24,9,Standard,1693.95,23.09179312,98,Yes,43.0705196,46.5766728,Low_spent_Small_value_payments,200.3802,Poor
6095,17068,6,Lawrencea,37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",13,23,9.24,9,Standard,1693.95,31.33422002,99,Yes,43.0705196,46.5766728,Low_spent_Small_value_payments,257.6337922,Poor
6096,17068,7,Lawrencea,37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",12,17,11.24,9,Standard,1693.95,29.70645377,100,Yes,43.0705196,46.5766728,Low_spent_Small_value_payments,308.7618936,Poor
6097,17068,8,Lawrencea,37,700603660,Musician,15566.02,1423.168333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,23,9.24,9,Standard,1693.95,36.57298991,101,Yes,43.0705196,46.5766728,Low_spent_Medium_value_payments,333.9677312,Standard
6102,22303,1,Emily Flitterl,18,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,7.67,0,Standard,233.79,34.45627234,291,No,100.1893609,66.68835825,Low_spent_Small_value_payments,518.1908835,Standard
6103,22303,2,Emily Flitterl,18,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,0,Standard,233.79,32.34982187,292,No,100.1893609,66.68835825,Low_spent_Medium_value_payments,217.7960961,Standard
6104,22303,3,Emily Flitterl,18,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",7,12,5.67,0,Standard,233.79,33.48684838,293,No,100.1893609,66.68835825,Low_spent_Small_value_payments,217.7960961,Standard
6105,22303,4,Emily Flitterl,18,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,4.67,0,Standard,233.79,33.29385607,294,No,100.1893609,66.68835825,Low_spent_Large_value_payments,222.9194043,Standard
6106,22303,5,Emily Flitterl,19,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,0,Standard,233.79,26.54909964,295,No,100.1893609,66.68835825,High_spent_Medium_value_payments,580.3130008,Standard
6107,22303,6,Emily Flitterl,19,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,0,Standard,233.79,28.10570447,296,No,100.1893609,66.68835825,High_spent_Medium_value_payments,663.0604358,Standard
6108,22303,7,Emily Flitterl,19,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,0,Standard,233.79,26.50760977,297,No,100.1893609,66.68835825,High_spent_Medium_value_payments,663.1499475,Standard
6109,22303,8,Emily Flitterl,19,397289675,Developer,66567.32,5800.276667,5,7,5,2,"Mortgage Loan, and Not Specified",7,14,5.67,2,Standard,233.79,28.45378579,298,NM,100.1893609,66.68835825,High_spent_Large_value_payments,636.9940772,Standard
6114,46591,1,Nateg,32,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,22,14,7.58,1,Standard,602.5,31.35686818,205,No,0,20.44668059,Low_spent_Large_value_payments,334.9357777,Standard
6115,46591,2,Nateg,32,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,22,14,7.58,1,Standard,602.5,38.33948756,206,No,0,20.44668059,Low_spent_Small_value_payments,308.2207384,Standard
6116,46591,3,Nateg,33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,20,14,7.58,1,Standard,602.5,32.21809912,207,No,0,20.44668059,Low_spent_Small_value_payments,261.1825069,Standard
6117,46591,4,Nateg,33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,22,15,7.58,1,Standard,602.5,29.42723189,208,NM,0,20.44668059,Low_spent_Small_value_payments,264.4082365,Standard
6118,46591,5,Nateg,33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,22,14,7.58,1,Standard,602.5,32.4690579,209,No,0,20.44668059,Low_spent_Small_value_payments,310.8544878,Standard
6119,46591,6,Nateg,33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,17,14,7.58,1,Standard,602.5,35.63389379,210,No,0,20.44668059,Low_spent_Small_value_payments,334.3696317,Standard
6120,46591,7,Nateg,33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,22,16,7.58,3,Standard,602.5,39.80429294,211,No,0,20.44668059,Low_spent_Small_value_payments,323.8929158,Standard
6121,46591,8,Nateg,33,60811328,Media_Manager,12909.895,853.8245833,5,5,13,0,No Data,22,15,7.58,3,Standard,602.5,23.57985072,212,No,0,20.44668059,Low_spent_Medium_value_payments,305.3298236,Standard
6126,27163,1,Toonkeln,33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9,Bad,3470.08,24.61673534,14,Yes,114.5330209,53.64864334,Low_spent_Large_value_payments,185.6984956,Standard
6127,27163,2,Toonkeln,33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9,Bad,3470.08,39.74169977,15,Yes,114.5330209,53.64864334,High_spent_Medium_value_payments,344.1886691,Standard
6128,27163,3,Toonkeln,33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",52,22,21.73,9,Bad,3470.08,39.15505442,16,Yes,114.5330209,53.64864334,Low_spent_Small_value_payments,335.4938145,Standard
6129,27163,4,Toonkeln,33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9,Bad,3470.08,27.68144423,17,Yes,114.5330209,53.64864334,Low_spent_Small_value_payments,340.5237241,Standard
6130,27163,5,Toonkeln,33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9,Bad,3470.08,33.46870759,18,NM,114.5330209,53.64864334,High_spent_Large_value_payments,331.9086578,Standard
6131,27163,6,Toonkeln,33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",45,21,21.73,9,Bad,3470.08,35.45708113,19,Yes,114.5330209,53.64864334,High_spent_Small_value_payments,334.8531878,Standard
6132,27163,7,Toonkeln,33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9,Bad,3470.08,27.15981089,20,Yes,114.5330209,53.64864334,Low_spent_Small_value_payments,327.7490915,Standard
6133,27163,8,Toonkeln,33,252502326,Accountant,30788.44,2623.703333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9,Bad,3470.08,38.25442229,21,Yes,114.5330209,53.64864334,Low_spent_Small_value_payments,195.3049632,Standard
6138,39873,1,Jaisinghanij,42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,10,13.74,6,Standard,749.95,25.82415682,131,NM,49.34866632,23.56048989,Low_spent_Small_value_payments,268.8047724,Standard
6139,39873,2,Jaisinghanij,42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,10,13.74,6,Standard,749.95,37.26323375,132,Yes,49.34866632,23.56048989,Low_spent_Small_value_payments,309.7407407,Standard
6140,39873,3,Jaisinghanij,42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,10,14.74,11,Standard,749.95,27.20801259,133,Yes,49.34866632,23.56048989,Low_spent_Small_value_payments,267.4597245,Standard
6141,39873,4,Jaisinghanij,42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,12,6.74,11,Standard,749.95,36.55953784,134,Yes,49.34866632,23.56048989,High_spent_Medium_value_payments,349.5438459,Standard
6142,39873,5,Jaisinghanij,42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,7,13.74,11,Standard,749.95,29.03616365,135,Yes,49.34866632,23.56048989,Low_spent_Large_value_payments,254.7266881,Standard
6143,39873,6,Jaisinghanij,42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,10,6.74,11,Standard,749.95,37.55229512,136,Yes,49.34866632,23.56048989,Low_spent_Small_value_payments,222.3331814,Standard
6144,39873,7,Jaisinghanij,42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",1,7,13.74,11,Standard,749.95,38.33877418,137,Yes,49.34866632,23.56048989,Low_spent_Large_value_payments,275.4314586,Standard
6145,39873,8,Jaisinghanij,42,445184420,Architect,20574.47,1740.539167,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,10,13.74,11,Standard,749.95,28.62902965,138,Yes,49.34866632,23.56048989,High_spent_Large_value_payments,322.7377426,Standard
6150,3173,1,Pomeroyi,21,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,8,9.2,1,Good,949.38,41.68721335,367,No,364.9151774,237.9183809,High_spent_Large_value_payments,822.1939947,Good
6151,3173,2,Pomeroyi,21,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,4,9.2,1,Good,949.38,28.51077465,368,No,364.9151774,237.9183809,High_spent_Large_value_payments,880.4274417,Good
6152,3173,3,Pomeroyi,21,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,3,9.2,1,Good,949.38,41.47825034,369,No,364.9151774,237.9183809,High_spent_Medium_value_payments,705.6144782,Good
6153,3173,4,Pomeroyi,22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,6,9.2,1,Good,949.38,31.40151636,370,No,364.9151774,237.9183809,Low_spent_Medium_value_payments,558.8839898,Good
6154,3173,5,Pomeroyi,22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",10,3,10.2,1,Good,949.38,34.26155637,371,No,364.9151774,237.9183809,High_spent_Large_value_payments,853.5473978,Good
6155,3173,6,Pomeroyi,22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,6,9.2,1,Good,949.38,26.71579704,372,No,364.9151774,237.9183809,High_spent_Small_value_payments,277.2301534,Good
6156,3173,7,Pomeroyi,22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",18,6,9.2,1,Good,949.38,39.77628577,373,No,364.9151774,237.9183809,High_spent_Large_value_payments,785.5315567,Good
6157,3173,8,Pomeroyi,22,473915845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",16,8,9.2,1,Good,949.38,40.60538838,374,No,364.9151774,237.9183809,High_spent_Medium_value_payments,799.4379832,Good
6162,44763,1,Olivia Oranr,19,272471135,Musician,85554.03,7185.5025,4,2,3,0,No Data,12,7,6.43,3,Good,1095.73,33.43437152,235,No,0,57.04699053,High_spent_Large_value_payments,795.5546638,Good
6163,44763,2,Olivia Oranr,19,272471135,Musician,85554.03,7185.5025,4,2,3,0,No Data,12,7,6.43,3,Good,1095.73,38.38982003,236,NM,0,57.04699053,High_spent_Medium_value_payments,886.9776436,Good
6164,44763,3,Olivia Oranr,19,272471135,Musician,85554.03,7185.5025,4,2,3,0,No Data,12,7,6.43,3,Good,1095.73,36.62486342,237,No,0,57.04699053,High_spent_Medium_value_payments,840.0253761,Good
6165,44763,4,Olivia Oranr,19,272471135,Musician,85554.03,7185.5025,4,2,3,0,No Data,12,7,6.43,3,Good,1095.73,31.36024474,238,No,0,57.04699053,Low_spent_Large_value_payments,684.8855634,Good
6166,44763,5,Olivia Oranr,19,272471135,Musician,85554.03,7185.5025,4,2,3,0,No Data,14,7,6.43,3,Good,1095.73,41.66180247,239,No,0,57.04699053,High_spent_Large_value_payments,887.7276174,Good
6167,44763,6,Olivia Oranr,19,272471135,Musician,85554.03,7185.5025,4,2,3,0,No Data,12,7,6.43,3,Good,1095.73,25.02632602,240,No,0,57.04699053,Low_spent_Large_value_payments,523.1224763,Good
6168,44763,7,Olivia Oranr,19,272471135,Musician,85554.03,7185.5025,4,2,3,0,No Data,12,4,6.43,3,Good,1095.73,23.91628778,241,No,0,57.04699053,Low_spent_Medium_value_payments,273.6508993,Good
6169,44763,8,Olivia Oranr,20,272471135,Musician,85554.03,7185.5025,4,2,3,0,No Data,12,7,6.43,3,Good,1095.73,41.51328788,242,No,0,57.04699053,High_spent_Large_value_payments,879.7520668,Good
6174,36507,1,Rachelle Younglaic,15,925515335,Entrepreneur,55829.79,4369.4825,10,10,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,20,27.99,11,Bad,3422.49,27.07054347,126,Yes,314.9017853,79.93896964,Low_spent_Small_value_payments,63.24697621,Standard
6175,36507,2,Rachelle Younglaic,15,925515335,Entrepreneur,55829.79,4369.4825,10,10,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,18,20.99,11,Bad,3422.49,36.72993924,126,Yes,314.9017853,79.93896964,High_spent_Small_value_payments,257.5049943,Standard
6176,36507,3,Rachelle Younglaic,15,925515335,Entrepreneur,55829.79,4369.4825,10,10,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,19,27.99,11,Bad,3422.49,27.97880174,127,Yes,314.9017853,79.93896964,High_spent_Small_value_payments,250.0402152,Standard
